                          RANK  COUNT  ZIPF FREQUENCY
blutroten                 3188      1            3188
hinuntergetropft          3189      1            3189
besseren                  3190      1            3190
selbstmord                3191      1            3191
abgebrannte               3192      1            3192
scheine                   3193      1            3193
worden!                   3194      1            3194
umzusehen                 3195      1            3195
vergrößerungsglas         3196      1            3196
zentimetermaß             3197      1            3197
ziehend                   3198      1            3198
erlauben                  3199      1            3199
nachzuholen               3200      1            3200
raume                     3201      1            3201
kauerte                   3202      1            3202
platt                     3203      1            3203
anwesenheit               3204      1            3204
selbstgespräche           3205      1            3205
stöhnte                   3206      1            3206
pfiff                     3207      1            3207
wohlgefällig              3208      1            3208
feuerte                   3209      1            3209
ermutigende               3210      1            3210
edler                     3211      1            3211
jagdhund                  3212      1            3212
rückwärts                 3213      1            3213
dickicht                  3214      1            3214
springt                   3215      1            3215
heult                     3216      1            3216
winselt                   3217      1            3217
aufgespürt                3218      1            3218
maß                       3219      1            3219
entfernung                3220      1            3220
punkten                   3221      1            3221
unsichtbar                3222      1            3222
bezweckte                 3223      1            3223
unerklärlich              3224      1            3224
behutsam                  3225      1            3225
häufchen                  3226      1            3226
staubes                   3227      1            3227
verwahrte                 3228      1            3228
briefumschlag             3229      1            3229
vergrößerungsglas        3230      1            3230
genaueste                 3231      1            3231
ergebnis                  3232      1            3232
befriedigen               3233      1            3233
sagt                      3234      1            3234
genie                     3235      1            3235
unermüdliche              3236      1            3236
anwenden!                 3237      1            3237
gebahren                  3238      1            3238
eifrigen                  3239      1            3239
dilettanten               3240      1            3240
verächtlichen             3241      1            3241
längst                    3242      1            3242
unbedeutendsten           3243      1            3243
handlungen                3244      1            3244
bestimmtes                3245      1            3245
gutem                     3246      1            3246
leisen                    3247      1            3247
anflug                    3248      1            3248
spott                     3249      1            3249
anmaßung                  3250      1            3250
anbieten                  3251      1            3251
verdiensten               3252      1            3252
gebührt                   3253      1            3253
ernten                    3254      1            3254
weiteren                  3255      1            3255
diensten                  3256      1            3256
erwünscht                 3257      1            3257
kennington                3258      1            3258
parkthor                  3259      1            3259
46                        3260      1            3260
notierte                  3261      1            3261
verabschiedete            3262      1            3262
einiges                   3263      1            3263
ersparen                  3264      1            3264
täter                     3265      1            3265
besten                    3266      1            3266
mannesalter               3267      1            3267
verhältnismäßig           3268      1            3268
stiefel                   3269      1            3269
rauchte                   3270      1            3270
hufeisen                  3271      1            3271
pferdes                   3272      1            3272
linken                    3273      1            3273
vorderfuß                 3274      1            3274
unbedeutende              3275      1            3275
anhaltspunkt              3276      1            3276
ungläubig                 3277      1            3277
umgebracht                3278      1            3278
ersterer                  3279      1            3279
kategorischen             3280      1            3280
ausspruch                 3281      1            3281
nebenbuhler               3282      1            3282
offenem                   3283      1            3283
nächste                   3284      1            3284
telegraphenbureau         3285      1            3285
begeben                   3286      1            3286
schickte                  3287      1            3287
schutzmanns               3288      1            3288
zeugenaussagen            3289      1            3289
womöglich                 3290      1            3290
erster                    3291      1            3291
thunlich                  3292      1            3292
jene                      3293      1            3293
unumstößlicher            3294      1            3294
wollen                   3295      1            3295
ankamen                   3296      1            3296
auffiel                   3297      1            3297
doppelte                  3298      1            3298
räderspur                 3299      1            3299
vergangene                3300      1            3300
erstenmal                 3301      1            3301
geregnet                  3302      1            3302
wagengeleise              3303      1            3303
gehörig                   3304      1            3304
pferdehufe                3305      1            3305
erkennbar                 3306      1            3306
undeutlich                3307      1            3307
vierte                    3308      1            3308
ausgeprägt                3309      1            3309
folglich                  3310      1            3310
eisen                     3311      1            3311
regen                     3312      1            3312
vorgefahren               3313      1            3313
versichert                3314      1            3314
befördert                 3315      1            3315
einleuchtend              3316      1            3316
allermeisten              3317      1            3317
berechnung                3318      1            3318
zahlen                    3319      1            3319
plagen                    3320      1            3320
schrittweite              3321      1            3321
sowohl                    3322      1            3322
stubendiele               3323      1            3323
außerdem                  3324      1            3324
schreibt                  3325      1            3325
kinderleicht              3326      1            3326
alter                     3327      1            3327
fünftehalb                3328      1            3328
ausschreiten              3329      1            3329
altersschwach             3330      1            3330
breit                     3331      1            3331
pfütze                    3332      1            3332
hingegangen               3333      1            3333
fußbekleidung             3334      1            3334
grundsätzen               3335      1            3335
abhandlung                3336      1            3336
auseinandergesetzt        3337      1            3337
kopfzerbrechen            3338      1            3338
nagel                     3339      1            3339
zeigefingers              3340      1            3340
getaucht                  3341      1            3341
eingekratzt               3342      1            3342
verstreute                3343      1            3343
asche                     3344      1            3344
flockig                   3345      1            3345
cigarrenasche             3346      1            3346
aufsatz                   3347      1            3347
cigarren                  3348      1            3348
tabaksasche               3349      1            3349
speziellen                3350      1            3350
zeigt                     3351      1            3351
wahrhaft                  3352      1            3352
gebildeten                3353      1            3353
folgerung                 3354      1            3354
jetzigen                  3355      1            3355
faßte                     3356      1            3356
schwirrt                  3357      1            3357
nachdenke                 3358      1            3358
rätselhafter              3359      1            3359
zwingen                   3360      1            3360
bewog                     3361      1            3361
raub                      3362      1            3362
beabsichtigte             3363      1            3363
schrieb                   3364      1            3364
missetäter                3365      1            3365
flucht                    3366      1            3366
einklang                  3367      1            3367
mein                     3368      1            3368
lächelte                  3369      1            3369
zusammengefaßt            3370      1            3370
unaufgeklärt              3371      1            3371
kriegslist                3372      1            3372
geheimen                  3373      1            3373
ausgeführt                3374      1            3374
hüten                     3375      1            3375
verraten                  3376      1            3376
taschenspielers           3377      1            3377
kunststück                3378      1            3378
erklärt                   3379      1            3379
beschreibe                3380      1            3380
polizeiliche              3381      1            3381
forschung                 3382      1            3382
unerreicht                3383      1            3383
tone                      3384      1            3384
aufrichtigster            3385      1            3385
ueberzeugung              3386      1            3386
aussprach                 3387      1            3387
zollte                    3388      1            3388
empfänglich               3389      1            3389
jugendliche               3390      1            3390
reize                     3391      1            3391
bewundert                 3392      1            3392
freundschaftlich          3393      1            3393
richtiger                 3394      1            3394
werdenden                 3395      1            3395
unaufhörlich              3396      1            3396
zorn                      3397      1            3397
steigerte                 3398      1            3398
beging                    3399      1            3399
unthat                    3400      1            3400
übrige                    3401      1            3401
größtenteils              3402      1            3402
bloßer                    3403      1            3403
immerhin                  3404      1            3404
bauen                     3405      1            3405
aufhalten                 3406      1            3406
halles                    3407      1            3407
zahllose                  3408      1            3408
enge                      3409      1            3409
allerschmutzigsten        3410      1            3410
trübseligsten             3411      1            3411
räucheriger               3412      1            3412
backsteinhäuser           3413      1            3413
herauskommen              3414      1            3414
anziehendes               3415      1            3415
schmale                   3416      1            3416
gasse                     3417      1            3417
gepflasterten             3418      1            3418
hof                       3419      1            3419
ärmlichen                 3420      1            3420
wohnhäusern               3421      1            3421
umgeben                   3422      1            3422
no+46                     3423      1            3423
suchend                   3424      1            3424
schmutziger               3425      1            3425
krochen                   3426      1            3426
aufgehängter              3427      1            3427
mißfarbener               3428      1            3428
messingschild             3429      1            3429
›rance‹                   3430      1            3430
bemerkten                 3431      1            3431
nachtdienst               3432      1            3432
bette                     3433      1            3433
gebeten                   3434      1            3434
gestört                   3435      1            3435
bureau                    3436      1            3436
erstattet                 3437      1            3437
brummte                   3438      1            3438
verdrießlich              3439      1            3439
nachlässig                3440      1            3440
wünschten                 3441      1            3441
sachverhalt               3442      1            3442
verbindlich               3443      1            3443
talisman                  3444      1            3444
verfehlte                 3445      1            3445
beeilte                   3446      1            3446
erwidern                  3447      1            3447
roßhaarsofa               3448      1            3448
bedächtige                3449      1            3449
dienstzeit                3450      1            3450
schlägerei                3451      1            3451
runde                     3452      1            3452
regnen                    3453      1            3453
seele                     3454      1            3454
traf                      3455      1            3455
ausgestorben              3456      1            3456
droschken                 3457      1            3457
vorbeigerasselt           3458      1            3458
schluck                   3459      1            3459
heißer                    3460      1            3460
magenstärkung             3461      1            3461
angebracht                3462      1            3462
besitzer                  3463      1            3463
abzugsröhren              3464      1            3464
typhus                    3465      1            3465
gestorben                 3466      1            3466
zurückgegangen            3467      1            3467
unheimlich                3468      1            3468
kamerad                   3469      1            3469
laterne                   3470      1            3470
furcht                    3471      1            3471
verlaufener               3472      1            3472
wachslicht                3473      1            3473
flammte                   3474      1            3474
hingekniet                3475      1            3475
versucht                  3476      1            3476
küchenthür                3477      1            3477
schnellte                 3478      1            3478
belauscht                 3479      1            3479
irgendwo                  3480      1            3480
versteckt                 3481      1            3481
visitenkarte              3482      1            3482
wolf                      3483      1            3483
spürhunden                3484      1            3484
bestätigen                3485      1            3485
zunächst                  3486      1            3486
dreinschaute              3487      1            3487
alarmzeichen              3488      1            3488
herbeigelaufen            3489      1            3489
man's                     3490      1            3490
verzog                    3491      1            3491
gutmütigen                3492      1            3492
grinsen                   3493      1            3493
vollem                    3494      1            3494
halse                     3495      1            3495
›kolumbias               3496      1            3496
sternenbanner‹            3497      1            3497
sang                      3498      1            3498
geladen                   3499      1            3499
leisten                   3500      1            3500
unnütze                   3501      1            3501
polizeiwache              3502      1            3502
anderweitig               3503      1            3503
murcher                   3504      1            3504
mußten                    3505      1            3505
greifen                   3506      1            3506
aufzurichten              3507      1            3507
langer                    3508      1            3508
rotem                     3509      1            3509
tuch                      3510      1            3510
gewickelt                 3511      1            3511
ich!                      3512      1            3512
angezogen                 3513      1            3513
bewahre!                  3514      1            3514
kopflos                   3515      1            3515
rechtem                   3516      1            3516
beförderung               3517      1            3517
sergeanten                3518      1            3518
verdienen                 3519      1            3519
wozu                      3520      1            3520
streiten                  3521      1            3521
verhält                   3522      1            3522
ungläubiges               3523      1            3523
verblüfft                 3524      1            3524
hans                      3525      1            3525
sondergleichen            3526      1            3526
ungesucht                 3527      1            3527
schoß                     3528      1            3528
festzuhalten              3529      1            3529
rances                    3530      1            3530
betrunkenen               3531      1            3531
paßt                      3532      1            3532
vorstellung               3533      1            3533
zurückgeführt             3534      1            3534
fangen                    3535      1            3535
köder                     3536      1            3536
zugeredet                 3537      1            3537
schönste                  3538      1            3538
kriminalstudien           3539      1            3539
vervollständigen          3540      1            3540
lunch                     3541      1            3541
famosen                   3542      1            3542
ansatz                    3543      1            3543
spielt                   3544      1            3544
köstlich                  3545      1            3545
ding                      3546      1            3546
chopin                    3547      1            3547
trala                     3548      1            3548
liralirala                3549      1            3549
wagenkissen               3550      1            3550
trillerte                 3551      1            3551
lerche                    3552      1            3552
vielseitigkeit            3553      1            3553
bestimmt                  3554      1            3554
kunstliebhabers           3555      1            3555
betrieb                   3556      1            3556
schwache                  3557      1            3557
schlafs                   3558      1            3558
stärken                   3559      1            3559
wirre                     3560      1            3560
bilder                    3561      1            3561
drängten                  3562      1            3562
unablässig                3563      1            3563
aufgeregten               3564      1            3564
gehirn                    3565      1            3565
verzerrten                3566      1            3566
pavianähnlichen           3567      1            3567
gesichtszüge              3568      1            3568
abstoßend                 3569      1            3569
dankgefühls               3570      1            3570
denjenigen                3571      1            3571
erwehren                  3572      1            3572
unhold                    3573      1            3573
deutliches                3574      1            3574
gepräge                   3575      1            3575
laster                    3576      1            3576
verworfen                 3577      1            3577
rechtfertigte             3578      1            3578
gesetzes                  3579      1            3579
sonderbarer               3580      1            3580
erdrosselt                3581      1            3581
verspritzt                3582      1            3582
stattgefunden             3583      1            3583
bestimmte                 3584      1            3584
vorgang                   3585      1            3585
ruhigen                   3586      1            3586
zuversichtlichen          3587      1            3587
benehmen                  3588      1            3588
erklärte                  3589      1            3589
rätselhaft                3590      1            3590
ahnte                     3591      1            3591
zurückkam                 3592      1            3592
herrlicher                3593      1            3593
genuß!                    3594      1            3594
übt                       3595      1            3595
zauber                    3596      1            3596
tonkunst                  3597      1            3597
unterdessen               3598      1            3598
gleichgewicht             3599      1            3599
erlebnissen               3600      1            3600
stücke                    3601      1            3601
hauen                     3602      1            3602
besaitet                  3603      1            3603
derartige                 3604      1            3604
vorgänge                  3605      1            3605
erhitzen                  3606      1            3606
einbildungskraft          3607      1            3607
erzeugen                  3608      1            3608
erklärliches              3609      1            3609
abendzeitung              3610      1            3610
ausführlicher             3611      1            3611
freut                     3612      1            3612
gefundene                 3613      1            3613
wegen                     3614      1            3614
einrücken                 3615      1            3615
blatt                     3616      1            3616
rubrik                    3617      1            3617
›gefunden‹                3618      1            3618
folgendes                 3619      1            3619
ein                      3620      1            3620
einfacher                 3621      1            3621
gasthaus                  3622      1            3622
hollandhain               3623      1            3623
erfragen                  3624      1            3624
dr                        3625      1            3625
221                       3626      1            3626
d                         3627      1            3627
verwiesen                 3628      1            3628
habe!                     3629      1            3629
genannt                   3630      1            3630
einmischung               3631      1            3631
professionellen           3632      1            3632
dummköpfe                 3633      1            3633
eigentümer                3634      1            3634
meldet                    3635      1            3635
gesorgt                   3636      1            3636
dieselben                 3637      1            3637
dienste                   3638      1            3638
roten                     3639      1            3639
spießgesellen             3640      1            3640
wittern                   3641      1            3641
trotzen                   3642      1            3642
beugte                    3643      1            3643
thorheit                  3644      1            3644
brennen                   3645      1            3645
erregen                   3646      1            3646
verfiel                   3647      1            3647
ausweg                    3648      1            3648
versetzen                 3649      1            3649
überlegt                  3650      1            3650
angelangt                 3651      1            3651
natürlicher               3652      1            3652
abendblättern             3653      1            3653
gefundenen                3654      1            3654
umsieht                   3655      1            3655
überglücklich             3656      1            3656
falle                     3657      1            3657
anzunehmen                3658      1            3658
beziehung                 3659      1            3659
eigentum                  3660      1            3660
abholen                   3661      1            3661
verhandeln                3662      1            3662
waffen                    3663      1            3663
versehen                  3664      1            3664
revolver                  3665      1            3665
patronen                  3666      1            3666
putzen                    3667      1            3667
laden                     3668      1            3668
fälle                     3669      1            3669
verzweifelten             3670      1            3670
überrumpeln               3671      1            3671
vorbereitet               3672      1            3672
pistole                   3673      1            3673
lieblingsbeschäftigung    3674      1            3674
kratzte                   3675      1            3675
erhalte                   3676      1            3676
überhören                 3677      1            3677
beziehen                  3678      1            3678
gelassen                  3679      1            3679
schöpft                   3680      1            3680
oeffnen                   3681      1            3681
den                      3682      1            3682
inwendig                  3683      1            3683
schlüsselloch             3684      1            3684
danke                     3685      1            3685
klingel                   3686      1            3686
hörten                    3687      1            3687
dienerin                  3688      1            3688
vorsaal                   3689      1            3689
laute                     3690      1            3690
scharfe                   3691      1            3691
schlürfendem              3692      1            3692
gang                      3693      1            3693
horchte                   3694      1            3694
unsichern                 3695      1            3695
angeklopft                3696      1            3696
herein!                   3697      1            3697
hinkte                    3698      1            3698
runzliges                 3699      1            3699
mütterchen                3700      1            3700
geblendet                 3701      1            3701
matten                    3702      1            3702
glanzlosen                3703      1            3703
anblinzelte               3704      1            3704
stumm                     3705      1            3705
zitternden                3706      1            3706
trostlosen                3707      1            3707
fassung                   3708      1            3708
bewahren                  3709      1            3709
zeitungsblatt             3710      1            3710
deswegen                  3711      1            3711
werte                     3712      1            3712
knix                      3713      1            3713
verheiratet               3714      1            3714
uniondampfer              3715      1            3715
giebt's                   3716      1            3716
donnerwetter              3717      1            3717
angebunden                3718      1            3718
getrunken                 3719      1            3719
herrgott                  3720      1            3720
gepriesen                 3721      1            3721
bleistift                 3722      1            3722
wohnen                    3723      1            3723
rotgeränderten            3724      1            3724
peckham                   3725      1            3725
mayfieldplatz             3726      1            3726
tom                       3727      1            3727
geheiratet                3728      1            3728
dampfschiffsgesellschaft  3729      1            3729
thun's                    3730      1            3730
branntweinschenken        3731      1            3731
freue                     3732      1            3732
rechtmäßigen              3733      1            3733
eigentümerin              3734      1            3734
zustellen                 3735      1            3735
dankesworte               3736      1            3736
segenswünsche             3737      1            3737
murmelnd                  3738      1            3738
versenkte                 3739      1            3739
schlürfte                 3740      1            3740
hinaus                    3741      1            3741
sprang                   3742      1            3742
stuhle                    3743      1            3743
verschwand                3744      1            3744
gehe                      3745      1            3745
verhelfen                 3746      1            3746
schlürfenden              3747      1            3747
schrittes                 3748      1            3748
hinterdrein               3749      1            3749
schlich                   3750      1            3750
aufforderung              3751      1            3751
rückkunft                 3752      1            3752
abwarten                  3753      1            3753
bedurft                   3754      1            3754
rede                      3755      1            3755
blätterte                 3756      1            3756
französischen             3757      1            3757
dienstmädchen             3758      1            3758
zurückzuziehen            3759      1            3759
mitternacht               3760      1            3760
knarrte                   3761      1            3761
drunten                   3762      1            3762
verdruß                   3763      1            3763
heitere                   3764      1            3764
stritten                  3765      1            3765
gesichtszügen             3766      1            3766
herrschaft                3767      1            3767
letztere                  3768      1            3768
oberhand                  3769      1            3769
herzliches                3770      1            3770
ausbrach                  3771      1            3771
wind                      3772      1            3772
bekämen                   3773      1            3773
gehänselt                 3774      1            3774
schadlos                  3775      1            3775
enden                     3776      1            3776
ablaufe                   3777      1            3777
lache                     3778      1            3778
alledem                   3779      1            3779
gereicht                  3780      1            3780
hinken                    3781      1            3781
anschein                  3782      1            3782
fleck                     3783      1            3783
winkte                    3784      1            3784
vorüberfahrende           3785      1            3785
lief                      3786      1            3786
herzu                     3787      1            3787
›nach                     3788      1            3788
13‹                       3789      1            3789
weithin                   3790      1            3790
eingestiegen              3791      1            3791
rasselte                  3792      1            3792
gleichmäßiger             3793      1            3793
geschwindigkeit           3794      1            3794
abgesprungen              3795      1            3795
gemächlich                3796      1            3796
bock                      3797      1            3797
öffnete                   3798      1            3798
wagenthür                 3799      1            3799
herumfahren               3800      1            3800
wobei                     3801      1            3801
kräftigsten               3802      1            3802
ohren                     3803      1            3803
insassin                  3804      1            3804
fahrgeld                  3805      1            3805
ehrsamen                  3806      1            3806
tapezierer                3807      1            3807
namens                    3808      1            3808
keswig                    3809      1            3809
gebrechliche              3810      1            3810
gesprungen                3811      1            3811
voller                    3812      1            3812
gemerkt                   3813      1            3813
henker                    3814      1            3814
weibe                     3815      1            3815
anführen                  3816      1            3816
gelenkiger                3817      1            3817
vollendeter               3818      1            3818
schauspieler              3819      1            3819
verkleidung               3820      1            3820
vorzüglich!               3821      1            3821
er                       3822      1            3822
notfall                   3823      1            3823
scheuen                   3824      1            3824
seinetwillen              3825      1            3825
wagnis                    3826      1            3826
abgemattet                3827      1            3827
todmüde                   3828      1            3828
glimmenden                3829      1            3829
schwermütigen             3830      1            3830
klänge                    3831      1            3831
problem                   3832      1            3832
haupte                    3833      1            3833
wälzte                    3834      1            3834
vorgesetzt                3835      1            3835
tags                      3836      1            3836
›brixtongeheimnis‹        3837      1            3837
nannten                   3838      1            3838
leitartikel               3839      1            3839
erzählten                 3840      1            3840
brieftasche               3841      1            3841
sammlung                  3842      1            3842
ausschnitten              3843      1            3843
auszügen                  3844      1            3844
wesentlichste             3845      1            3845
telegraph‹                3846      1            3846
verbrecherchronik         3847      1            3847
tragödien                 3848      1            3848
aufzuweisen               3849      1            3849
deutsche                  3850      1            3850
opfers                    3851      1            3851
beweggrunds               3852      1            3852
revolutionspartei         3853      1            3853
besäßen                   3854      1            3854
weitverzweigte            3855      1            3855
verbindungen              3856      1            3856
ermordete                 3857      1            3857
ungeschriebenen           3858      1            3858
übertreten                3859      1            3859
verurteilt                3860      1            3860
ermahnen                  3861      1            3861
wachsames                 3862      1            3862
ausländer                 3863      1            3863
›standard‹                3864      1            3864
gewaltthätigkeiten        3865      1            3865
freisinnigen              3866      1            3866
massen                    3867      1            3867
aufsässig                 3868      1            3868
autorität                 3869      1            3869
untergrabe                3870      1            3870
privatpension             3871      1            3871
camberwell                3872      1            3872
reiste                    3873      1            3873
begleitung                3874      1            3874
privatsekretärs           3875      1            3875
dienstag                  3876      1            3876
monats                    3877      1            3877
ausgesprochenen           3878      1            3878
schnellzug                3879      1            3879
wartesaal                 3880      1            3880
nachrichten               3881      1            3881
mitgeteilt                3882      1            3882
entfernten                3883      1            3883
verhängnis                3884      1            3884
ereilt                    3885      1            3885
undurchdringliches        3886      1            3886
erforschung               3887      1            3887
betraut                   3888      1            3888
wohlbekannten             3889      1            3889
aufzuklaren               3890      1            3890
news‹                     3891      1            3891
läge                      3892      1            3892
politisches               3893      1            3893
herausstellen             3894      1            3894
aufenthaltsort            3895      1            3895
ermittelt                 3896      1            3896
genaueres                 3897      1            3897
lebensgewohnheiten        3898      1            3898
wesentlicher              3899      1            3899
wisse                     3900      1            3900
ähnliche                  3901      1            3901
schienen                 3902      1            3902
belustigen                3903      1            3903
herausschlagen            3904      1            3904
ausgang                   3905      1            3905
gleichgültig              3906      1            3906
gefangen                  3907      1            3907
geschieht                 3908      1            3908
infolge                   3909      1            3909
gelingt                   3910      1            3910
anerkennung               3911      1            3911
mögen                     3912      1            3912
bedeuten                  3913      1            3913
hausflur                  3914      1            3914
stampfen                  3915      1            3915
unwillige                 3916      1            3916
detektivmannschaft        3917      1            3917
lächelnder                3918      1            3918
mich's                    3919      1            3919
versah                    3920      1            3920
schmutzigsten             3921      1            3921
zerlumptesten             3922      1            3922
gassenjungen              3923      1            3923
hereingepoltert           3924      1            3924
achtung!                  3925      1            3925
kommandoton               3926      1            3926
schmutzigen               3927      1            3927
bengel                    3928      1            3928
reih                      3929      1            3929
wohldressierte            3930      1            3930
soldaten                  3931      1            3931
künftig                   3932      1            3932
erstatten                 3933      1            3933
wartet                    3934      1            3934
straße!                   3935      1            3935
habt                      3936      1            3936
nee                       3937      1            3937
se                        3938      1            3938
nich                      3939      1            3939
euer                      3940      1            3940
händigte                  3941      1            3941
buben                     3942      1            3942
nächstemal                3943      1            3943
bessern                   3944      1            3944
bescheid                  3945      1            3945
wink                      3946      1            3946
rechtsumkehrt             3947      1            3947
polterten                 3948      1            3948
durcheinander             3949      1            3949
gröhlen                   3950      1            3950
schreien                  3951      1            3951
halunken                  3952      1            3952
beamter                   3953      1            3953
fern                      3954      1            3954
schlingel                 3955      1            3955
aale                      3956      1            3956
füchse                    3957      1            3957
disziplin                 3958      1            3958
brixtonfall               3959      1            3959
holla!                    3960      1            3960
neuigkeiten               3961      1            3961
steuert                   3962      1            3962
vollen                    3963      1            3963
segeln                    3964      1            3964
strahlt                   3965      1            3965
glückseligkeit            3966      1            3966
hausglocke                3967      1            3967
blonde                    3968      1            3968
heraufgesprungen          3969      1            3969
platzte                   3970      1            3970
werter                    3971      1            3971
düsterer                  3972      1            3972
glitt                     3973      1            3973
ausdrucksvollen           3974      1            3974
riegel                    3975      1            3975
unterleutnant             3976      1            3976
fleischigen               3977      1            3977
sherlock                 3978      1            3978
erleichtert               3979      1            3979
setzen                    3980      1            3980
gespannt                  3981      1            3981
angefangen                3982      1            3982
gefällig                  3983      1            3983
erfrischung               3984      1            3984
geistige                  3985      1            3985
ermüdung                  3986      1            3986
übergroß                  3987      1            3987
arbeiten                  3988      1            3988
rauchen                   3989      1            3989
schallendes               3990      1            3990
komisch                   3991      1            3991
ungeheuer                 3992      1            3992
holzweg                   3993      1            3993
befindet                  3994      1            3994
neugeborenes              3995      1            3995
dingfest                  3996      1            3996
ausschütten               3997      1            3997
überwinden                3998      1            3998
vorleben                  3999      1            3999
erlangen                  4000      1            4000
gewartet                  4001      1            4001
mitteilungen              4002      1            4002
erinnern                  4003      1            4003
&                         4004      1            4004
söhne                     4005      1            4005
camberwellstraße          4006      1            4006
129                       4007      1            4007
verblüfftes               4008      1            4008
nein!                     4009      1            4009
wundert                   4010      1            4010
grundsatz                 4011      1            4011
unbenutzt                 4012      1            4012
vorbeigehen               4013      1            4013
geringfügig               4014      1            4014
kleinste                  4015      1            4015
salbungsvoll              4016      1            4016
beschrieb                 4017      1            4017
